Date,Country_Region,TargetValue
2020-05-03T00:00:00.000Z,Chad,0
2020-05-04T00:00:00.000Z,Chad,0
2020-05-05T00:00:00.000Z,Chad,53
2020-05-06T00:00:00.000Z,Chad,0
2020-05-07T00:00:00.000Z,Chad,83
2020-05-08T00:00:00.000Z,Chad,7
2020-05-09T00:00:00.000Z,Chad,62
2020-05-10T00:00:00.000Z,Chad,0
2020-05-11T00:00:00.000Z,Chad,0
2020-05-12T00:00:00.000Z,Chad,35
2020-05-13T00:00:00.000Z,Chad,15
2020-05-14T00:00:00.000Z,Chad,27
2020-05-15T00:00:00.000Z,Chad,29
2020-05-16T00:00:00.000Z,Chad,46
2020-05-17T00:00:00.000Z,Chad,29
2020-05-18T00:00:00.000Z,Chad,16
2020-05-19T00:00:00.000Z,Chad,26
2020-05-20T00:00:00.000Z,Chad,20
2020-05-21T00:00:00.000Z,Chad,23
2020-05-22T00:00:00.000Z,Chad,23
2020-05-23T00:00:00.000Z,Chad,37
2020-05-24T00:00:00.000Z,Chad,27
2020-05-25T00:00:00.000Z,Chad,12
2020-05-26T00:00:00.000Z,Chad,13
2020-05-27T00:00:00.000Z,Chad,15
2020-05-28T00:00:00.000Z,Chad,11
2020-05-29T00:00:00.000Z,Chad,33
2020-05-30T00:00:00.000Z,Chad,0
2020-05-31T00:00:00.000Z,Chad,19
2020-06-01T00:00:00.000Z,Chad,12
2020-06-02T00:00:00.000Z,Chad,13
2020-06-03T00:00:00.000Z,Chad,17
2020-06-04T00:00:00.000Z,Chad,8
2020-06-05T00:00:00.000Z,Chad,8
2020-06-06T00:00:00.000Z,Chad,0
2020-06-07T00:00:00.000Z,Chad,1
2020-06-08T00:00:00.000Z,Chad,2
2020-06-09T00:00:00.000Z,Chad,5
2020-06-10T00:00:00.000Z,Chad,2
2020-01-23T00:00:00.000Z,Chile,0
2020-01-24T00:00:00.000Z,Chile,0
2020-01-25T00:00:00.000Z,Chile,0
2020-01-26T00:00:00.000Z,Chile,0
2020-01-27T00:00:00.000Z,Chile,0
2020-01-28T00:00:00.000Z,Chile,0
2020-01-29T00:00:00.000Z,Chile,0
2020-01-30T00:00:00.000Z,Chile,0
2020-01-31T00:00:00.000Z,Chile,0
2020-02-01T00:00:00.000Z,Chile,0
2020-02-02T00:00:00.000Z,Chile,0
2020-02-03T00:00:00.000Z,Chile,0
2020-02-04T00:00:00.000Z,Chile,0
2020-02-05T00:00:00.000Z,Chile,0
2020-02-06T00:00:00.000Z,Chile,0
2020-02-07T00:00:00.000Z,Chile,0
2020-02-08T00:00:00.000Z,Chile,0
2020-02-09T00:00:00.000Z,Chile,0
2020-02-10T00:00:00.000Z,Chile,0
2020-02-11T00:00:00.000Z,Chile,0
2020-02-12T00:00:00.000Z,Chile,0
2020-02-13T00:00:00.000Z,Chile,0
2020-02-14T00:00:00.000Z,Chile,0
2020-02-15T00:00:00.000Z,Chile,0
2020-02-16T00:00:00.000Z,Chile,0
2020-02-17T00:00:00.000Z,Chile,0
2020-02-18T00:00:00.000Z,Chile,0
2020-02-19T00:00:00.000Z,Chile,0
2020-02-20T00:00:00.000Z,Chile,0
2020-02-21T00:00:00.000Z,Chile,0
2020-02-22T00:00:00.000Z,Chile,0
2020-02-23T00:00:00.000Z,Chile,0
2020-02-24T00:00:00.000Z,Chile,0
2020-02-25T00:00:00.000Z,Chile,0
2020-02-26T00:00:00.000Z,Chile,0
2020-02-27T00:00:00.000Z,Chile,0
2020-02-28T00:00:00.000Z,Chile,0
2020-02-29T00:00:00.000Z,Chile,0
2020-03-01T00:00:00.000Z,Chile,0
2020-03-02T00:00:00.000Z,Chile,0
2020-03-03T00:00:00.000Z,Chile,1
2020-03-04T00:00:00.000Z,Chile,0
2020-03-05T00:00:00.000Z,Chile,3
2020-03-06T00:00:00.000Z,Chile,0
2020-03-07T00:00:00.000Z,Chile,0
2020-03-08T00:00:00.000Z,Chile,4
2020-03-09T00:00:00.000Z,Chile,0
2020-03-10T00:00:00.000Z,Chile,5
2020-03-11T00:00:00.000Z,Chile,10
2020-03-12T00:00:00.000Z,Chile,0
2020-03-13T00:00:00.000Z,Chile,20
2020-03-14T00:00:00.000Z,Chile,18
2020-03-15T00:00:00.000Z,Chile,13
2020-03-16T00:00:00.000Z,Chile,81
2020-03-17T00:00:00.000Z,Chile,46
2020-03-18T00:00:00.000Z,Chile,37
2020-03-19T00:00:00.000Z,Chile,0
2020-03-20T00:00:00.000Z,Chile,196
2020-03-21T00:00:00.000Z,Chile,103
2020-03-22T00:00:00.000Z,Chile,95
2020-03-23T00:00:00.000Z,Chile,114
2020-03-24T00:00:00.000Z,Chile,176
2020-03-25T00:00:00.000Z,Chile,220
2020-03-26T00:00:00.000Z,Chile,164
2020-03-27T00:00:00.000Z,Chile,304
2020-03-28T00:00:00.000Z,Chile,299
2020-03-29T00:00:00.000Z,Chile,230
2020-03-30T00:00:00.000Z,Chile,310
2020-03-31T00:00:00.000Z,Chile,289
2020-04-01T00:00:00.000Z,Chile,293
2020-04-02T00:00:00.000Z,Chile,373
2020-04-03T00:00:00.000Z,Chile,333
2020-04-04T00:00:00.000Z,Chile,424
2020-04-05T00:00:00.000Z,Chile,310
2020-04-06T00:00:00.000Z,Chile,344
2020-04-07T00:00:00.000Z,Chile,301
2020-04-08T00:00:00.000Z,Chile,430
2020-04-09T00:00:00.000Z,Chile,426
2020-04-10T00:00:00.000Z,Chile,529
2020-04-11T00:00:00.000Z,Chile,426
2020-04-12T00:00:00.000Z,Chile,286
2020-04-13T00:00:00.000Z,Chile,312
2020-04-14T00:00:00.000Z,Chile,392
2020-04-15T00:00:00.000Z,Chile,356
2020-04-16T00:00:00.000Z,Chile,534
2020-04-17T00:00:00.000Z,Chile,445
2020-04-18T00:00:00.000Z,Chile,478
2020-04-19T00:00:00.000Z,Chile,358
2020-04-20T00:00:00.000Z,Chile,419
2020-04-21T00:00:00.000Z,Chile,325
2020-04-22T00:00:00.000Z,Chile,464
2020-04-23T00:00:00.000Z,Chile,516
2020-04-24T00:00:00.000Z,Chile,494
2020-04-25T00:00:00.000Z,Chile,552
2020-04-26T00:00:00.000Z,Chile,473
2020-04-27T00:00:00.000Z,Chile,482
2020-04-28T00:00:00.000Z,Chile,552
2020-04-29T00:00:00.000Z,Chile,520
2020-04-30T00:00:00.000Z,Chile,1138
2020-05-01T00:00:00.000Z,Chile,985
2020-05-02T00:00:00.000Z,Chile,1427
2020-05-03T00:00:00.000Z,Chile,1228
2020-05-04T00:00:00.000Z,Chile,980
2020-05-05T00:00:00.000Z,Chile,1373
2020-05-06T00:00:00.000Z,Chile,1032
2020-05-07T00:00:00.000Z,Chile,1533
2020-05-08T00:00:00.000Z,Chile,1391
2020-05-09T00:00:00.000Z,Chile,1247
2020-05-10T00:00:00.000Z,Chile,1647
2020-05-11T00:00:00.000Z,Chile,1197
2020-05-12T00:00:00.000Z,Chile,1658
2020-05-13T00:00:00.000Z,Chile,2660
2020-05-14T00:00:00.000Z,Chile,2659
2020-05-15T00:00:00.000Z,Chile,2502
2020-05-16T00:00:00.000Z,Chile,1886
2020-05-17T00:00:00.000Z,Chile,2353
2020-05-18T00:00:00.000Z,Chile,2278
2020-05-19T00:00:00.000Z,Chile,3520
2020-05-20T00:00:00.000Z,Chile,4038
2020-05-21T00:00:00.000Z,Chile,3964
2020-05-22T00:00:00.000Z,Chile,4276
2020-05-23T00:00:00.000Z,Chile,3536
2020-05-24T00:00:00.000Z,Chile,3709
2020-05-25T00:00:00.000Z,Chile,4895
2020-05-26T00:00:00.000Z,Chile,3964
2020-05-27T00:00:00.000Z,Chile,4328
2020-05-28T00:00:00.000Z,Chile,4654
2020-05-29T00:00:00.000Z,Chile,3695
2020-05-30T00:00:00.000Z,Chile,4220
2020-05-31T00:00:00.000Z,Chile,4830
2020-06-01T00:00:00.000Z,Chile,5470
2020-06-02T00:00:00.000Z,Chile,3528
2020-06-03T00:00:00.000Z,Chile,4942
2020-06-04T00:00:00.000Z,Chile,4664
2020-06-05T00:00:00.000Z,Chile,4207
2020-06-06T00:00:00.000Z,Chile,5246
2020-06-07T00:00:00.000Z,Chile,6405
2020-06-08T00:00:00.000Z,Chile,4696
2020-06-09T00:00:00.000Z,Chile,3913
2020-06-10T00:00:00.000Z,Chile,5697
2020-01-23T00:00:00.000Z,China,95
2020-01-24T00:00:00.000Z,China,277
2020-01-25T00:00:00.000Z,China,486
2020-01-26T00:00:00.000Z,China,669
2020-01-27T00:00:00.000Z,China,802
2020-01-28T00:00:00.000Z,China,2632
2020-01-29T00:00:00.000Z,China,578
2020-01-30T00:00:00.000Z,China,2054
2020-01-31T00:00:00.000Z,China,1661
2020-02-01T00:00:00.000Z,China,2089
2020-02-02T00:00:00.000Z,China,4739
2020-02-03T00:00:00.000Z,China,3086
2020-02-04T00:00:00.000Z,China,3991
2020-02-05T00:00:00.000Z,China,3733
2020-02-06T00:00:00.000Z,China,3147
2020-02-07T00:00:00.000Z,China,3523
2020-02-08T00:00:00.000Z,China,2704
2020-02-09T00:00:00.000Z,China,3015
2020-02-10T00:00:00.000Z,China,2525
2020-02-11T00:00:00.000Z,China,2032
2020-02-12T00:00:00.000Z,China,373
2020-02-13T00:00:00.000Z,China,15136
2020-02-14T00:00:00.000Z,China,6463
2020-02-15T00:00:00.000Z,China,2055
2020-02-16T00:00:00.000Z,China,2100
2020-02-17T00:00:00.000Z,China,1921
2020-02-18T00:00:00.000Z,China,1777
2020-02-19T00:00:00.000Z,China,408
2020-02-20T00:00:00.000Z,China,458
2020-02-21T00:00:00.000Z,China,473
2020-02-22T00:00:00.000Z,China,1451
2020-02-23T00:00:00.000Z,China,21
2020-02-24T00:00:00.000Z,China,219
2020-02-25T00:00:00.000Z,China,513
2020-02-26T00:00:00.000Z,China,412
2020-02-27T00:00:00.000Z,China,434
2020-02-28T00:00:00.000Z,China,328
2020-02-29T00:00:00.000Z,China,428
2020-03-01T00:00:00.000Z,China,576
2020-03-02T00:00:00.000Z,China,204
2020-03-03T00:00:00.000Z,China,125
2020-03-04T00:00:00.000Z,China,125
2020-03-05T00:00:00.000Z,China,151
2020-03-06T00:00:00.000Z,China,153
2020-03-07T00:00:00.000Z,China,80
2020-03-08T00:00:00.000Z,China,53
2020-03-09T00:00:00.000Z,China,37
2020-03-10T00:00:00.000Z,China,27
2020-03-11T00:00:00.000Z,China,34
2020-03-12T00:00:00.000Z,China,11
2020-03-13T00:00:00.000Z,China,13
2020-03-14T00:00:00.000Z,China,32
2020-03-15T00:00:00.000Z,China,26
2020-03-16T00:00:00.000Z,China,30
2020-03-17T00:00:00.000Z,China,25
2020-03-18T00:00:00.000Z,China,44
2020-03-19T00:00:00.000Z,China,54
2020-03-20T00:00:00.000Z,China,94
2020-03-21T00:00:00.000Z,China,55
2020-03-22T00:00:00.000Z,China,130
2020-03-23T00:00:00.000Z,China,63
2020-03-24T00:00:00.000Z,China,93
2020-03-25T00:00:00.000Z,China,70
2020-03-26T00:00:00.000Z,China,121
2020-03-27T00:00:00.000Z,China,115
2020-03-28T00:00:00.000Z,China,102
2020-03-29T00:00:00.000Z,China,123
2020-03-30T00:00:00.000Z,China,76
2020-03-31T00:00:00.000Z,China,81
2020-04-01T00:00:00.000Z,China,82
2020-04-02T00:00:00.000Z,China,71
2020-04-03T00:00:00.000Z,China,79
2020-04-04T00:00:00.000Z,China,32
2020-04-05T00:00:00.000Z,China,59
2020-04-06T00:00:00.000Z,China,63
2020-04-07T00:00:00.000Z,China,53
2020-04-08T00:00:00.000Z,China,91
2020-04-09T00:00:00.000Z,China,74
2020-04-10T00:00:00.000Z,China,58
2020-04-11T00:00:00.000Z,China,73
2020-04-12T00:00:00.000Z,China,120
2020-04-13T00:00:00.000Z,China,79
2020-04-14T00:00:00.000Z,China,93
2020-04-15T00:00:00.000Z,China,50
2020-04-16T00:00:00.000Z,China,47
2020-04-17T00:00:00.000Z,China,357
2020-04-18T00:00:00.000Z,China,27
2020-04-19T00:00:00.000Z,China,18
2020-04-20T00:00:00.000Z,China,12
2020-04-21T00:00:00.000Z,China,36
2020-04-22T00:00:00.000Z,China,15
2020-04-23T00:00:00.000Z,China,16
2020-04-24T00:00:00.000Z,China,15
2020-04-25T00:00:00.000Z,China,10
2020-04-26T00:00:00.000Z,China,3
2020-04-27T00:00:00.000Z,China,6
2020-04-28T00:00:00.000Z,China,22
2020-04-29T00:00:00.000Z,China,4
2020-04-30T00:00:00.000Z,China,12
2020-05-01T00:00:00.000Z,China,3
2020-05-02T00:00:00.000Z,China,0
2020-05-03T00:00:00.000Z,China,5
2020-05-04T00:00:00.000Z,China,2
2020-05-05T00:00:00.000Z,China,2
2020-05-06T00:00:00.000Z,China,2
2020-05-07T00:00:00.000Z,China,5
2020-05-08T00:00:00.000Z,China,1
2020-05-09T00:00:00.000Z,China,14
2020-05-10T00:00:00.000Z,China,20
2020-05-11T00:00:00.000Z,China,1
2020-05-12T00:00:00.000Z,China,7
2020-05-13T00:00:00.000Z,China,6
2020-05-14T00:00:00.000Z,China,5
2020-05-15T00:00:00.000Z,China,9
2020-05-16T00:00:00.000Z,China,6
2020-05-17T00:00:00.000Z,China,10
2020-05-18T00:00:00.000Z,China,9
2020-05-19T00:00:00.000Z,China,0
2020-05-20T00:00:00.000Z,China,0
2020-05-21T00:00:00.000Z,China,0
2020-05-22T00:00:00.000Z,China,18
2020-05-23T00:00:00.000Z,China,3
2020-05-24T00:00:00.000Z,China,11
2020-05-25T00:00:00.000Z,China,7
2020-05-26T00:00:00.000Z,China,1
2020-05-27T00:00:00.000Z,China,3
2020-05-28T00:00:00.000Z,China,0
2020-05-29T00:00:00.000Z,China,17
2020-05-30T00:00:00.000Z,China,5
2020-05-31T00:00:00.000Z,China,18
2020-06-01T00:00:00.000Z,China,8
2020-06-02T00:00:00.000Z,China,7
2020-06-03T00:00:00.000Z,China,-1
2020-06-04T00:00:00.000Z,China,11
2020-06-05T00:00:00.000Z,China,6
2020-06-06T00:00:00.000Z,China,9
2020-06-07T00:00:00.000Z,China,5
2020-06-08T00:00:00.000Z,China,4
2020-06-09T00:00:00.000Z,China,3
2020-06-10T00:00:00.000Z,China,11
2020-01-23T00:00:00.000Z,Colombia,0
2020-01-24T00:00:00.000Z,Colombia,0
2020-01-25T00:00:00.000Z,Colombia,0
2020-01-26T00:00:00.000Z,Colombia,0
2020-01-27T00:00:00.000Z,Colombia,0
2020-01-28T00:00:00.000Z,Colombia,0
2020-01-29T00:00:00.000Z,Colombia,0
2020-01-30T00:00:00.000Z,Colombia,0
2020-01-31T00:00:00.000Z,Colombia,0
2020-02-01T00:00:00.000Z,Colombia,0
2020-02-02T00:00:00.000Z,Colombia,0
2020-02-03T00:00:00.000Z,Colombia,0
2020-02-04T00:00:00.000Z,Colombia,0
2020-02-05T00:00:00.000Z,Colombia,0
2020-02-06T00:00:00.000Z,Colombia,0
2020-02-07T00:00:00.000Z,Colombia,0
2020-02-08T00:00:00.000Z,Colombia,0
2020-02-09T00:00:00.000Z,Colombia,0
2020-02-10T00:00:00.000Z,Colombia,0
2020-02-11T00:00:00.000Z,Colombia,0
2020-02-12T00:00:00.000Z,Colombia,0
2020-02-13T00:00:00.000Z,Colombia,0
2020-02-14T00:00:00.000Z,Colombia,0
2020-02-15T00:00:00.000Z,Colombia,0
2020-02-16T00:00:00.000Z,Colombia,0
2020-02-17T00:00:00.000Z,Colombia,0
2020-02-18T00:00:00.000Z,Colombia,0
2020-02-19T00:00:00.000Z,Colombia,0
2020-02-20T00:00:00.000Z,Colombia,0
2020-02-21T00:00:00.000Z,Colombia,0
2020-02-22T00:00:00.000Z,Colombia,0
2020-02-23T00:00:00.000Z,Colombia,0
2020-02-24T00:00:00.000Z,Colombia,0
2020-02-25T00:00:00.000Z,Colombia,0
2020-02-26T00:00:00.000Z,Colombia,0
2020-02-27T00:00:00.000Z,Colombia,0
2020-02-28T00:00:00.000Z,Colombia,0
2020-02-29T00:00:00.000Z,Colombia,0
2020-03-01T00:00:00.000Z,Colombia,0
2020-03-02T00:00:00.000Z,Colombia,0
2020-03-03T00:00:00.000Z,Colombia,0
2020-03-04T00:00:00.000Z,Colombia,0
2020-03-05T00:00:00.000Z,Colombia,0
2020-03-06T00:00:00.000Z,Colombia,1
2020-03-07T00:00:00.000Z,Colombia,0
2020-03-08T00:00:00.000Z,Colombia,0
2020-03-09T00:00:00.000Z,Colombia,0
2020-03-10T00:00:00.000Z,Colombia,2
2020-03-11T00:00:00.000Z,Colombia,6
2020-03-12T00:00:00.000Z,Colombia,0
2020-03-13T00:00:00.000Z,Colombia,4
2020-03-14T00:00:00.000Z,Colombia,9
2020-03-15T00:00:00.000Z,Colombia,12
2020-03-16T00:00:00.000Z,Colombia,20
2020-03-17T00:00:00.000Z,Colombia,11
2020-03-18T00:00:00.000Z,Colombia,28
2020-03-19T00:00:00.000Z,Colombia,9
2020-03-20T00:00:00.000Z,Colombia,26
2020-03-21T00:00:00.000Z,Colombia,68
2020-03-22T00:00:00.000Z,Colombia,35
2020-03-23T00:00:00.000Z,Colombia,46
2020-03-24T00:00:00.000Z,Colombia,101
2020-03-25T00:00:00.000Z,Colombia,92
2020-03-26T00:00:00.000Z,Colombia,21
2020-03-27T00:00:00.000Z,Colombia,48
2020-03-28T00:00:00.000Z,Colombia,69
2020-03-29T00:00:00.000Z,Colombia,94
2020-03-30T00:00:00.000Z,Colombia,96
2020-03-31T00:00:00.000Z,Colombia,108
2020-04-01T00:00:00.000Z,Colombia,159
2020-04-02T00:00:00.000Z,Colombia,96
2020-04-03T00:00:00.000Z,Colombia,106
2020-04-04T00:00:00.000Z,Colombia,139
2020-04-05T00:00:00.000Z,Colombia,79
2020-04-06T00:00:00.000Z,Colombia,94
2020-04-07T00:00:00.000Z,Colombia,201
2020-04-08T00:00:00.000Z,Colombia,274
2020-04-09T00:00:00.000Z,Colombia,169
2020-04-10T00:00:00.000Z,Colombia,250
2020-04-11T00:00:00.000Z,Colombia,236
2020-04-12T00:00:00.000Z,Colombia,67
2020-04-13T00:00:00.000Z,Colombia,76
2020-04-14T00:00:00.000Z,Colombia,127
2020-04-15T00:00:00.000Z,Colombia,126
2020-04-16T00:00:00.000Z,Colombia,128
2020-04-17T00:00:00.000Z,Colombia,206
2020-04-18T00:00:00.000Z,Colombia,0
2020-04-19T00:00:00.000Z,Colombia,353
2020-04-20T00:00:00.000Z,Colombia,185
2020-04-21T00:00:00.000Z,Colombia,172
2020-04-22T00:00:00.000Z,Colombia,207
2020-04-23T00:00:00.000Z,Colombia,205
2020-04-24T00:00:00.000Z,Colombia,320
2020-04-25T00:00:00.000Z,Colombia,261
2020-04-26T00:00:00.000Z,Colombia,237
2020-04-27T00:00:00.000Z,Colombia,218
2020-04-28T00:00:00.000Z,Colombia,352
2020-04-29T00:00:00.000Z,Colombia,258
2020-04-30T00:00:00.000Z,Colombia,300
2020-05-01T00:00:00.000Z,Colombia,499
2020-05-02T00:00:00.000Z,Colombia,279
2020-05-03T00:00:00.000Z,Colombia,383
2020-05-04T00:00:00.000Z,Colombia,305
2020-05-05T00:00:00.000Z,Colombia,640
2020-05-06T00:00:00.000Z,Colombia,346
2020-05-07T00:00:00.000Z,Colombia,497
2020-05-08T00:00:00.000Z,Colombia,595
2020-05-09T00:00:00.000Z,Colombia,444
2020-05-10T00:00:00.000Z,Colombia,568
2020-05-11T00:00:00.000Z,Colombia,550
2020-05-12T00:00:00.000Z,Colombia,659
2020-05-13T00:00:00.000Z,Colombia,658
2020-05-14T00:00:00.000Z,Colombia,680
2020-05-15T00:00:00.000Z,Colombia,606
2020-05-16T00:00:00.000Z,Colombia,723
2020-05-17T00:00:00.000Z,Colombia,635
2020-05-18T00:00:00.000Z,Colombia,721
2020-05-19T00:00:00.000Z,Colombia,640
2020-05-20T00:00:00.000Z,Colombia,752
2020-05-21T00:00:00.000Z,Colombia,643
2020-05-22T00:00:00.000Z,Colombia,801
2020-05-23T00:00:00.000Z,Colombia,1046
2020-05-24T00:00:00.000Z,Colombia,998
2020-05-25T00:00:00.000Z,Colombia,806
2020-05-26T00:00:00.000Z,Colombia,1022
2020-05-27T00:00:00.000Z,Colombia,1101
2020-05-28T00:00:00.000Z,Colombia,37
2020-05-29T00:00:00.000Z,Colombia,1265
2020-05-30T00:00:00.000Z,Colombia,1328
2020-05-31T00:00:00.000Z,Colombia,485
2020-06-01T00:00:00.000Z,Colombia,2165
2020-06-02T00:00:00.000Z,Colombia,1209
2020-06-03T00:00:00.000Z,Colombia,1342
2020-06-04T00:00:00.000Z,Colombia,1531
2020-06-05T00:00:00.000Z,Colombia,3293
2020-06-06T00:00:00.000Z,Colombia,0
2020-06-07T00:00:00.000Z,Colombia,1390
2020-06-08T00:00:00.000Z,Colombia,2698
2020-06-09T00:00:00.000Z,Colombia,0
2020-06-10T00:00:00.000Z,Colombia,1359
2020-01-23T00:00:00.000Z,Comoros,0
2020-01-24T00:00:00.000Z,Comoros,0
2020-01-25T00:00:00.000Z,Comoros,0
2020-01-26T00:00:00.000Z,Comoros,0
2020-01-27T00:00:00.000Z,Comoros,0
2020-01-28T00:00:00.000Z,Comoros,0
2020-01-29T00:00:00.000Z,Comoros,0
2020-01-30T00:00:00.000Z,Comoros,0
2020-01-31T00:00:00.000Z,Comoros,0
2020-02-01T00:00:00.000Z,Comoros,0
2020-02-02T00:00:00.000Z,Comoros,0
2020-02-03T00:00:00.000Z,Comoros,0
2020-02-04T00:00:00.000Z,Comoros,0
2020-02-05T00:00:00.000Z,Comoros,0
2020-02-06T00:00:00.000Z,Comoros,0
2020-02-07T00:00:00.000Z,Comoros,0
2020-02-08T00:00:00.000Z,Comoros,0
2020-02-09T00:00:00.000Z,Comoros,0
2020-02-10T00:00:00.000Z,Comoros,0
2020-02-11T00:00:00.000Z,Comoros,0
2020-02-12T00:00:00.000Z,Comoros,0
2020-02-13T00:00:00.000Z,Comoros,0
2020-02-14T00:00:00.000Z,Comoros,0
2020-02-15T00:00:00.000Z,Comoros,0
2020-02-16T00:00:00.000Z,Comoros,0
2020-02-17T00:00:00.000Z,Comoros,0
2020-02-18T00:00:00.000Z,Comoros,0
2020-02-19T00:00:00.000Z,Comoros,0
2020-02-20T00:00:00.000Z,Comoros,0
2020-02-21T00:00:00.000Z,Comoros,0
2020-02-22T00:00:00.000Z,Comoros,0
2020-02-23T00:00:00.000Z,Comoros,0
2020-02-24T00:00:00.000Z,Comoros,0
2020-02-25T00:00:00.000Z,Comoros,0
2020-02-26T00:00:00.000Z,Comoros,0
2020-02-27T00:00:00.000Z,Comoros,0
2020-02-28T00:00:00.000Z,Comoros,0
2020-02-29T00:00:00.000Z,Comoros,0
2020-03-01T00:00:00.000Z,Comoros,0
2020-03-02T00:00:00.000Z,Comoros,0
2020-03-03T00:00:00.000Z,Comoros,0
2020-03-04T00:00:00.000Z,Comoros,0
2020-03-05T00:00:00.000Z,Comoros,0
2020-03-06T00:00:00.000Z,Comoros,0
2020-03-07T00:00:00.000Z,Comoros,0
2020-03-08T00:00:00.000Z,Comoros,0
2020-03-09T00:00:00.000Z,Comoros,0
2020-03-10T00:00:00.000Z,Comoros,0
2020-03-11T00:00:00.000Z,Comoros,0
2020-03-12T00:00:00.000Z,Comoros,0
2020-03-13T00:00:00.000Z,Comoros,0
2020-03-14T00:00:00.000Z,Comoros,0
2020-03-15T00:00:00.000Z,Comoros,0
2020-03-16T00:00:00.000Z,Comoros,0
2020-03-17T00:00:00.000Z,Comoros,0
2020-03-18T00:00:00.000Z,Comoros,0
2020-03-19T00:00:00.000Z,Comoros,0
2020-03-20T00:00:00.000Z,Comoros,0
2020-03-21T00:00:00.000Z,Comoros,0
2020-03-22T00:00:00.000Z,Comoros,0
2020-03-23T00:00:00.000Z,Comoros,0
2020-03-24T00:00:00.000Z,Comoros,0
2020-03-25T00:00:00.000Z,Comoros,0
2020-03-26T00:00:00.000Z,Comoros,0
2020-03-27T00:00:00.000Z,Comoros,0
2020-03-28T00:00:00.000Z,Comoros,0
2020-03-29T00:00:00.000Z,Comoros,0
2020-03-30T00:00:00.000Z,Comoros,0
2020-03-31T00:00:00.000Z,Comoros,0
2020-04-01T00:00:00.000Z,Comoros,0
2020-04-02T00:00:00.000Z,Comoros,0
2020-04-03T00:00:00.000Z,Comoros,0
2020-04-04T00:00:00.000Z,Comoros,0
2020-04-05T00:00:00.000Z,Comoros,0
2020-04-06T00:00:00.000Z,Comoros,0
2020-04-07T00:00:00.000Z,Comoros,0
2020-04-08T00:00:00.000Z,Comoros,0
2020-04-09T00:00:00.000Z,Comoros,0
2020-04-10T00:00:00.000Z,Comoros,0
2020-04-11T00:00:00.000Z,Comoros,0
2020-04-12T00:00:00.000Z,Comoros,0
2020-04-13T00:00:00.000Z,Comoros,0
2020-04-14T00:00:00.000Z,Comoros,0
2020-04-15T00:00:00.000Z,Comoros,0
2020-04-16T00:00:00.000Z,Comoros,0
2020-04-17T00:00:00.000Z,Comoros,0
2020-04-18T00:00:00.000Z,Comoros,0
2020-04-19T00:00:00.000Z,Comoros,0
2020-04-20T00:00:00.000Z,Comoros,0
2020-04-21T00:00:00.000Z,Comoros,0
2020-04-22T00:00:00.000Z,Comoros,0
2020-04-23T00:00:00.000Z,Comoros,0
2020-04-24T00:00:00.000Z,Comoros,0
2020-04-25T00:00:00.000Z,Comoros,0
2020-04-26T00:00:00.000Z,Comoros,0
2020-04-27T00:00:00.000Z,Comoros,0
2020-04-28T00:00:00.000Z,Comoros,0
2020-04-29T00:00:00.000Z,Comoros,0
2020-04-30T00:00:00.000Z,Comoros,1
2020-05-01T00:00:00.000Z,Comoros,0
2020-05-02T00:00:00.000Z,Comoros,2
2020-05-03T00:00:00.000Z,Comoros,0
2020-05-04T00:00:00.000Z,Comoros,0
2020-05-05T00:00:00.000Z,Comoros,0
2020-05-06T00:00:00.000Z,Comoros,5
2020-05-07T00:00:00.000Z,Comoros,0
2020-05-08T00:00:00.000Z,Comoros,0
2020-05-09T00:00:00.000Z,Comoros,3
2020-05-10T00:00:00.000Z,Comoros,0
2020-05-11T00:00:00.000Z,Comoros,0
2020-05-12T00:00:00.000Z,Comoros,0
2020-05-13T00:00:00.000Z,Comoros,0
2020-05-14T00:00:00.000Z,Comoros,0
2020-05-15T00:00:00.000Z,Comoros,0
2020-05-16T00:00:00.000Z,Comoros,0
2020-05-17T00:00:00.000Z,Comoros,0
2020-05-18T00:00:00.000Z,Comoros,0
2020-05-19T00:00:00.000Z,Comoros,0
2020-05-20T00:00:00.000Z,Comoros,23
2020-05-21T00:00:00.000Z,Comoros,0
2020-05-22T00:00:00.000Z,Comoros,44
2020-05-23T00:00:00.000Z,Comoros,0
2020-05-24T00:00:00.000Z,Comoros,9
2020-05-25T00:00:00.000Z,Comoros,0
2020-05-26T00:00:00.000Z,Comoros,0
2020-05-27T00:00:00.000Z,Comoros,0
2020-05-28T00:00:00.000Z,Comoros,0
2020-05-29T00:00:00.000Z,Comoros,0
2020-05-30T00:00:00.000Z,Comoros,19
2020-05-31T00:00:00.000Z,Comoros,0
2020-06-01T00:00:00.000Z,Comoros,0
2020-06-02T00:00:00.000Z,Comoros,26
2020-06-03T00:00:00.000Z,Comoros,0
2020-06-04T00:00:00.000Z,Comoros,0
2020-06-05T00:00:00.000Z,Comoros,0
2020-06-06T00:00:00.000Z,Comoros,9
2020-06-07T00:00:00.000Z,Comoros,0
2020-06-08T00:00:00.000Z,Comoros,0
2020-06-09T00:00:00.000Z,Comoros,0
2020-06-10T00:00:00.000Z,Comoros,21
2020-01-23T00:00:00.000Z,Congo (Brazzaville),0
2020-01-24T00:00:00.000Z,Congo (Brazzaville),0
2020-01-25T00:00:00.000Z,Congo (Brazzaville),0
2020-01-26T00:00:00.000Z,Congo (Brazzaville),0
