Date,Province_State,TargetValue
2020-06-10T00:00:00.000Z,Florida,1371
2020-01-23T00:00:00.000Z,Georgia,0
2020-01-24T00:00:00.000Z,Georgia,0
2020-01-25T00:00:00.000Z,Georgia,0
2020-01-26T00:00:00.000Z,Georgia,0
2020-01-27T00:00:00.000Z,Georgia,0
2020-01-28T00:00:00.000Z,Georgia,0
2020-01-29T00:00:00.000Z,Georgia,0
2020-01-30T00:00:00.000Z,Georgia,0
2020-01-31T00:00:00.000Z,Georgia,0
2020-02-01T00:00:00.000Z,Georgia,0
2020-02-02T00:00:00.000Z,Georgia,0
2020-02-03T00:00:00.000Z,Georgia,0
2020-02-04T00:00:00.000Z,Georgia,0
2020-02-05T00:00:00.000Z,Georgia,0
2020-02-06T00:00:00.000Z,Georgia,0
2020-02-07T00:00:00.000Z,Georgia,0
2020-02-08T00:00:00.000Z,Georgia,0
2020-02-09T00:00:00.000Z,Georgia,0
2020-02-10T00:00:00.000Z,Georgia,0
2020-02-11T00:00:00.000Z,Georgia,0
2020-02-12T00:00:00.000Z,Georgia,0
2020-02-13T00:00:00.000Z,Georgia,0
2020-02-14T00:00:00.000Z,Georgia,0
2020-02-15T00:00:00.000Z,Georgia,0
2020-02-16T00:00:00.000Z,Georgia,0
2020-02-17T00:00:00.000Z,Georgia,0
2020-02-18T00:00:00.000Z,Georgia,0
2020-02-19T00:00:00.000Z,Georgia,0
2020-02-20T00:00:00.000Z,Georgia,0
2020-02-21T00:00:00.000Z,Georgia,0
2020-02-22T00:00:00.000Z,Georgia,0
2020-02-23T00:00:00.000Z,Georgia,0
2020-02-24T00:00:00.000Z,Georgia,0
2020-02-25T00:00:00.000Z,Georgia,0
2020-02-26T00:00:00.000Z,Georgia,0
2020-02-27T00:00:00.000Z,Georgia,0
2020-02-28T00:00:00.000Z,Georgia,0
2020-02-29T00:00:00.000Z,Georgia,0
2020-03-01T00:00:00.000Z,Georgia,0
2020-03-02T00:00:00.000Z,Georgia,0
2020-03-03T00:00:00.000Z,Georgia,0
2020-03-04T00:00:00.000Z,Georgia,0
2020-03-05T00:00:00.000Z,Georgia,0
2020-03-06T00:00:00.000Z,Georgia,0
2020-03-07T00:00:00.000Z,Georgia,0
2020-03-08T00:00:00.000Z,Georgia,0
2020-03-09T00:00:00.000Z,Georgia,0
2020-03-10T00:00:00.000Z,Georgia,17
2020-03-11T00:00:00.000Z,Georgia,6
2020-03-12T00:00:00.000Z,Georgia,8
2020-03-13T00:00:00.000Z,Georgia,11
2020-03-14T00:00:00.000Z,Georgia,24
2020-03-15T00:00:00.000Z,Georgia,33
2020-03-16T00:00:00.000Z,Georgia,22
2020-03-17T00:00:00.000Z,Georgia,25
2020-03-18T00:00:00.000Z,Georgia,53
2020-03-19T00:00:00.000Z,Georgia,88
2020-03-20T00:00:00.000Z,Georgia,133
2020-03-21T00:00:00.000Z,Georgia,87
2020-03-22T00:00:00.000Z,Georgia,114
2020-03-23T00:00:00.000Z,Georgia,151
2020-03-24T00:00:00.000Z,Georgia,254
2020-03-25T00:00:00.000Z,Georgia,221
2020-03-26T00:00:00.000Z,Georgia,278
2020-03-27T00:00:00.000Z,Georgia,475
2020-03-28T00:00:00.000Z,Georgia,366
2020-03-29T00:00:00.000Z,Georgia,285
2020-03-30T00:00:00.000Z,Georgia,157
2020-03-31T00:00:00.000Z,Georgia,1121
2020-04-01T00:00:00.000Z,Georgia,709
2020-04-02T00:00:00.000Z,Georgia,710
2020-04-03T00:00:00.000Z,Georgia,483
2020-04-04T00:00:00.000Z,Georgia,329
2020-04-05T00:00:00.000Z,Georgia,487
2020-04-06T00:00:00.000Z,Georgia,667
2020-04-07T00:00:00.000Z,Georgia,1508
2020-04-08T00:00:00.000Z,Georgia,1079
2020-04-09T00:00:00.000Z,Georgia,665
2020-04-10T00:00:00.000Z,Georgia,919
2020-04-11T00:00:00.000Z,Georgia,674
2020-04-12T00:00:00.000Z,Georgia,293
2020-04-13T00:00:00.000Z,Georgia,863
2020-04-14T00:00:00.000Z,Georgia,1263
2020-04-15T00:00:00.000Z,Georgia,409
2020-04-16T00:00:00.000Z,Georgia,682
2020-04-17T00:00:00.000Z,Georgia,1525
2020-04-18T00:00:00.000Z,Georgia,475
2020-04-19T00:00:00.000Z,Georgia,632
2020-04-20T00:00:00.000Z,Georgia,1106
2020-04-21T00:00:00.000Z,Georgia,474
2020-04-22T00:00:00.000Z,Georgia,1333
2020-04-23T00:00:00.000Z,Georgia,669
2020-04-24T00:00:00.000Z,Georgia,608
2020-04-25T00:00:00.000Z,Georgia,731
2020-04-26T00:00:00.000Z,Georgia,264
2020-04-27T00:00:00.000Z,Georgia,816
2020-04-28T00:00:00.000Z,Georgia,620
2020-04-29T00:00:00.000Z,Georgia,853
2020-04-30T00:00:00.000Z,Georgia,489
2020-05-01T00:00:00.000Z,Georgia,1225
2020-05-02T00:00:00.000Z,Georgia,842
2020-05-03T00:00:00.000Z,Georgia,334
2020-05-04T00:00:00.000Z,Georgia,786
2020-05-05T00:00:00.000Z,Georgia,547
2020-05-06T00:00:00.000Z,Georgia,745
2020-05-07T00:00:00.000Z,Georgia,875
2020-05-08T00:00:00.000Z,Georgia,563
2020-05-09T00:00:00.000Z,Georgia,407
2020-05-10T00:00:00.000Z,Georgia,992
2020-05-11T00:00:00.000Z,Georgia,422
2020-05-12T00:00:00.000Z,Georgia,922
2020-05-13T00:00:00.000Z,Georgia,503
2020-05-14T00:00:00.000Z,Georgia,550
2020-05-15T00:00:00.000Z,Georgia,795
2020-05-16T00:00:00.000Z,Georgia,440
2020-05-17T00:00:00.000Z,Georgia,367
2020-05-18T00:00:00.000Z,Georgia,704
2020-05-19T00:00:00.000Z,Georgia,572
2020-05-20T00:00:00.000Z,Georgia,946
2020-05-21T00:00:00.000Z,Georgia,862
2020-05-22T00:00:00.000Z,Georgia,819
2020-05-23T00:00:00.000Z,Georgia,760
2020-05-24T00:00:00.000Z,Georgia,660
2020-05-25T00:00:00.000Z,Georgia,498
2020-05-26T00:00:00.000Z,Georgia,583
2020-05-27T00:00:00.000Z,Georgia,655
2020-05-28T00:00:00.000Z,Georgia,628
2020-05-29T00:00:00.000Z,Georgia,615
2020-05-30T00:00:00.000Z,Georgia,450
2020-05-31T00:00:00.000Z,Georgia,732
2020-06-01T00:00:00.000Z,Georgia,839
2020-06-02T00:00:00.000Z,Georgia,305
2020-06-03T00:00:00.000Z,Georgia,687
2020-06-04T00:00:00.000Z,Georgia,965
2020-06-05T00:00:00.000Z,Georgia,762
2020-06-06T00:00:00.000Z,Georgia,738
2020-06-07T00:00:00.000Z,Georgia,539
2020-06-08T00:00:00.000Z,Georgia,599
2020-06-09T00:00:00.000Z,Georgia,752
2020-06-10T00:00:00.000Z,Georgia,731
2020-01-23T00:00:00.000Z,Guam,0
2020-01-24T00:00:00.000Z,Guam,0
2020-01-25T00:00:00.000Z,Guam,0
2020-01-26T00:00:00.000Z,Guam,0
2020-01-27T00:00:00.000Z,Guam,0
2020-01-28T00:00:00.000Z,Guam,0
2020-01-29T00:00:00.000Z,Guam,0
2020-01-30T00:00:00.000Z,Guam,0
2020-01-31T00:00:00.000Z,Guam,0
2020-02-01T00:00:00.000Z,Guam,0
2020-02-02T00:00:00.000Z,Guam,0
2020-02-03T00:00:00.000Z,Guam,0
2020-02-04T00:00:00.000Z,Guam,0
2020-02-05T00:00:00.000Z,Guam,0
2020-02-06T00:00:00.000Z,Guam,0
2020-02-07T00:00:00.000Z,Guam,0
2020-02-08T00:00:00.000Z,Guam,0
2020-02-09T00:00:00.000Z,Guam,0
2020-02-10T00:00:00.000Z,Guam,0
2020-02-11T00:00:00.000Z,Guam,0
2020-02-12T00:00:00.000Z,Guam,0
2020-02-13T00:00:00.000Z,Guam,0
2020-02-14T00:00:00.000Z,Guam,0
2020-02-15T00:00:00.000Z,Guam,0
2020-02-16T00:00:00.000Z,Guam,0
2020-02-17T00:00:00.000Z,Guam,0
2020-02-18T00:00:00.000Z,Guam,0
2020-02-19T00:00:00.000Z,Guam,0
2020-02-20T00:00:00.000Z,Guam,0
2020-02-21T00:00:00.000Z,Guam,0
2020-02-22T00:00:00.000Z,Guam,0
2020-02-23T00:00:00.000Z,Guam,0
2020-02-24T00:00:00.000Z,Guam,0
2020-02-25T00:00:00.000Z,Guam,0
2020-02-26T00:00:00.000Z,Guam,0
2020-02-27T00:00:00.000Z,Guam,0
2020-02-28T00:00:00.000Z,Guam,0
2020-02-29T00:00:00.000Z,Guam,0
2020-03-01T00:00:00.000Z,Guam,0
2020-03-02T00:00:00.000Z,Guam,0
2020-03-03T00:00:00.000Z,Guam,0
2020-03-04T00:00:00.000Z,Guam,0
2020-03-05T00:00:00.000Z,Guam,0
2020-03-06T00:00:00.000Z,Guam,0
2020-03-07T00:00:00.000Z,Guam,0
2020-03-08T00:00:00.000Z,Guam,0
2020-03-09T00:00:00.000Z,Guam,0
2020-03-10T00:00:00.000Z,Guam,0
2020-03-11T00:00:00.000Z,Guam,0
2020-03-12T00:00:00.000Z,Guam,0
2020-03-13T00:00:00.000Z,Guam,0
2020-03-14T00:00:00.000Z,Guam,0
2020-03-15T00:00:00.000Z,Guam,3
2020-03-16T00:00:00.000Z,Guam,0
2020-03-17T00:00:00.000Z,Guam,0
2020-03-18T00:00:00.000Z,Guam,2
2020-03-19T00:00:00.000Z,Guam,7
2020-03-20T00:00:00.000Z,Guam,2
2020-03-21T00:00:00.000Z,Guam,1
2020-03-22T00:00:00.000Z,Guam,12
2020-03-23T00:00:00.000Z,Guam,2
2020-03-24T00:00:00.000Z,Guam,3
2020-03-25T00:00:00.000Z,Guam,5
2020-03-26T00:00:00.000Z,Guam,8
2020-03-27T00:00:00.000Z,Guam,6
2020-03-28T00:00:00.000Z,Guam,4
2020-03-29T00:00:00.000Z,Guam,1
2020-03-30T00:00:00.000Z,Guam,2
2020-03-31T00:00:00.000Z,Guam,11
2020-04-01T00:00:00.000Z,Guam,8
2020-04-02T00:00:00.000Z,Guam,5
2020-04-03T00:00:00.000Z,Guam,2
2020-04-04T00:00:00.000Z,Guam,9
2020-04-05T00:00:00.000Z,Guam,19
2020-04-06T00:00:00.000Z,Guam,1
2020-04-07T00:00:00.000Z,Guam,8
2020-04-08T00:00:00.000Z,Guam,0
2020-04-09T00:00:00.000Z,Guam,7
2020-04-10T00:00:00.000Z,Guam,2
2020-04-11T00:00:00.000Z,Guam,3
2020-04-12T00:00:00.000Z,Guam,0
2020-04-13T00:00:00.000Z,Guam,0
2020-04-14T00:00:00.000Z,Guam,0
2020-04-15T00:00:00.000Z,Guam,2
2020-04-16T00:00:00.000Z,Guam,0
2020-04-17T00:00:00.000Z,Guam,1
2020-04-18T00:00:00.000Z,Guam,0
2020-04-19T00:00:00.000Z,Guam,0
2020-04-20T00:00:00.000Z,Guam,0
2020-04-21T00:00:00.000Z,Guam,0
2020-04-22T00:00:00.000Z,Guam,0
2020-04-23T00:00:00.000Z,Guam,3
2020-04-24T00:00:00.000Z,Guam,2
2020-04-25T00:00:00.000Z,Guam,0
2020-04-26T00:00:00.000Z,Guam,0
2020-04-27T00:00:00.000Z,Guam,0
2020-04-28T00:00:00.000Z,Guam,0
2020-04-29T00:00:00.000Z,Guam,0
2020-04-30T00:00:00.000Z,Guam,4
2020-05-01T00:00:00.000Z,Guam,0
2020-05-02T00:00:00.000Z,Guam,0
2020-05-03T00:00:00.000Z,Guam,0
2020-05-04T00:00:00.000Z,Guam,0
2020-05-05T00:00:00.000Z,Guam,0
2020-05-06T00:00:00.000Z,Guam,4
2020-05-07T00:00:00.000Z,Guam,0
2020-05-08T00:00:00.000Z,Guam,2
2020-05-09T00:00:00.000Z,Guam,0
2020-05-10T00:00:00.000Z,Guam,0
2020-05-11T00:00:00.000Z,Guam,0
2020-05-12T00:00:00.000Z,Guam,1
2020-05-13T00:00:00.000Z,Guam,0
2020-05-14T00:00:00.000Z,Guam,0
2020-05-15T00:00:00.000Z,Guam,2
2020-05-16T00:00:00.000Z,Guam,0
2020-05-17T00:00:00.000Z,Guam,0
2020-05-18T00:00:00.000Z,Guam,0
2020-05-19T00:00:00.000Z,Guam,0
2020-05-20T00:00:00.000Z,Guam,0
2020-05-21T00:00:00.000Z,Guam,11
2020-05-22T00:00:00.000Z,Guam,0
2020-05-23T00:00:00.000Z,Guam,0
2020-05-24T00:00:00.000Z,Guam,1
2020-05-25T00:00:00.000Z,Guam,0
2020-05-26T00:00:00.000Z,Guam,1
2020-05-27T00:00:00.000Z,Guam,3
2020-05-28T00:00:00.000Z,Guam,1
2020-05-29T00:00:00.000Z,Guam,1
2020-05-30T00:00:00.000Z,Guam,0
2020-05-31T00:00:00.000Z,Guam,0
2020-06-01T00:00:00.000Z,Guam,3
2020-06-02T00:00:00.000Z,Guam,0
2020-06-03T00:00:00.000Z,Guam,2
2020-06-04T00:00:00.000Z,Guam,2
2020-06-05T00:00:00.000Z,Guam,0
2020-06-06T00:00:00.000Z,Guam,0
2020-06-07T00:00:00.000Z,Guam,0
2020-06-08T00:00:00.000Z,Guam,0
2020-06-09T00:00:00.000Z,Guam,1
2020-06-10T00:00:00.000Z,Guam,0
2020-01-23T00:00:00.000Z,Hawaii,0
2020-01-24T00:00:00.000Z,Hawaii,0
2020-01-25T00:00:00.000Z,Hawaii,0
2020-01-26T00:00:00.000Z,Hawaii,0
2020-01-27T00:00:00.000Z,Hawaii,0
2020-01-28T00:00:00.000Z,Hawaii,0
2020-01-29T00:00:00.000Z,Hawaii,0
2020-01-30T00:00:00.000Z,Hawaii,0
2020-01-31T00:00:00.000Z,Hawaii,0
2020-02-01T00:00:00.000Z,Hawaii,0
2020-02-02T00:00:00.000Z,Hawaii,0
2020-02-03T00:00:00.000Z,Hawaii,0
2020-02-04T00:00:00.000Z,Hawaii,0
2020-02-05T00:00:00.000Z,Hawaii,0
2020-02-06T00:00:00.000Z,Hawaii,0
2020-02-07T00:00:00.000Z,Hawaii,0
2020-02-08T00:00:00.000Z,Hawaii,0
2020-02-09T00:00:00.000Z,Hawaii,0
2020-02-10T00:00:00.000Z,Hawaii,0
2020-02-11T00:00:00.000Z,Hawaii,0
2020-02-12T00:00:00.000Z,Hawaii,0
2020-02-13T00:00:00.000Z,Hawaii,0
2020-02-14T00:00:00.000Z,Hawaii,0
2020-02-15T00:00:00.000Z,Hawaii,0
2020-02-16T00:00:00.000Z,Hawaii,0
2020-02-17T00:00:00.000Z,Hawaii,0
2020-02-18T00:00:00.000Z,Hawaii,0
2020-02-19T00:00:00.000Z,Hawaii,0
2020-02-20T00:00:00.000Z,Hawaii,0
2020-02-21T00:00:00.000Z,Hawaii,0
2020-02-22T00:00:00.000Z,Hawaii,0
2020-02-23T00:00:00.000Z,Hawaii,0
2020-02-24T00:00:00.000Z,Hawaii,0
2020-02-25T00:00:00.000Z,Hawaii,0
2020-02-26T00:00:00.000Z,Hawaii,0
2020-02-27T00:00:00.000Z,Hawaii,0
2020-02-28T00:00:00.000Z,Hawaii,0
2020-02-29T00:00:00.000Z,Hawaii,0
2020-03-01T00:00:00.000Z,Hawaii,0
2020-03-02T00:00:00.000Z,Hawaii,0
2020-03-03T00:00:00.000Z,Hawaii,0
2020-03-04T00:00:00.000Z,Hawaii,0
2020-03-05T00:00:00.000Z,Hawaii,0
2020-03-06T00:00:00.000Z,Hawaii,0
2020-03-07T00:00:00.000Z,Hawaii,0
2020-03-08T00:00:00.000Z,Hawaii,0
2020-03-09T00:00:00.000Z,Hawaii,0
2020-03-10T00:00:00.000Z,Hawaii,2
2020-03-11T00:00:00.000Z,Hawaii,0
2020-03-12T00:00:00.000Z,Hawaii,0
2020-03-13T00:00:00.000Z,Hawaii,0
2020-03-14T00:00:00.000Z,Hawaii,2
2020-03-15T00:00:00.000Z,Hawaii,2
2020-03-16T00:00:00.000Z,Hawaii,1
2020-03-17T00:00:00.000Z,Hawaii,3
2020-03-18T00:00:00.000Z,Hawaii,4
2020-03-19T00:00:00.000Z,Hawaii,2
2020-03-20T00:00:00.000Z,Hawaii,10
2020-03-21T00:00:00.000Z,Hawaii,11
2020-03-22T00:00:00.000Z,Hawaii,16
2020-03-23T00:00:00.000Z,Hawaii,3
2020-03-24T00:00:00.000Z,Hawaii,34
2020-03-25T00:00:00.000Z,Hawaii,1
2020-03-26T00:00:00.000Z,Hawaii,4
2020-03-27T00:00:00.000Z,Hawaii,11
2020-03-28T00:00:00.000Z,Hawaii,43
2020-03-29T00:00:00.000Z,Hawaii,0
2020-03-30T00:00:00.000Z,Hawaii,26
2020-03-31T00:00:00.000Z,Hawaii,29
2020-04-01T00:00:00.000Z,Hawaii,20
2020-04-02T00:00:00.000Z,Hawaii,32
2020-04-03T00:00:00.000Z,Hawaii,63
2020-04-04T00:00:00.000Z,Hawaii,32
2020-04-05T00:00:00.000Z,Hawaii,20
2020-04-06T00:00:00.000Z,Hawaii,16
2020-04-07T00:00:00.000Z,Hawaii,23
2020-04-08T00:00:00.000Z,Hawaii,0
2020-04-09T00:00:00.000Z,Hawaii,32
2020-04-10T00:00:00.000Z,Hawaii,0
2020-04-11T00:00:00.000Z,Hawaii,23
2020-04-12T00:00:00.000Z,Hawaii,34
2020-04-13T00:00:00.000Z,Hawaii,5
2020-04-14T00:00:00.000Z,Hawaii,7
2020-04-15T00:00:00.000Z,Hawaii,13
2020-04-16T00:00:00.000Z,Hawaii,6
2020-04-17T00:00:00.000Z,Hawaii,11
2020-04-18T00:00:00.000Z,Hawaii,33
2020-04-19T00:00:00.000Z,Hawaii,6
2020-04-20T00:00:00.000Z,Hawaii,4
2020-04-21T00:00:00.000Z,Hawaii,2
2020-04-22T00:00:00.000Z,Hawaii,6
2020-04-23T00:00:00.000Z,Hawaii,4
2020-04-24T00:00:00.000Z,Hawaii,5
2020-04-25T00:00:00.000Z,Hawaii,4
2020-04-26T00:00:00.000Z,Hawaii,1
2020-04-27T00:00:00.000Z,Hawaii,1
2020-04-28T00:00:00.000Z,Hawaii,2
2020-04-29T00:00:00.000Z,Hawaii,4
2020-04-30T00:00:00.000Z,Hawaii,5
2020-05-01T00:00:00.000Z,Hawaii,1
2020-05-02T00:00:00.000Z,Hawaii,1
2020-05-03T00:00:00.000Z,Hawaii,0
2020-05-04T00:00:00.000Z,Hawaii,1
2020-05-05T00:00:00.000Z,Hawaii,4
2020-05-06T00:00:00.000Z,Hawaii,1
2020-05-07T00:00:00.000Z,Hawaii,3
2020-05-08T00:00:00.000Z,Hawaii,0
2020-05-09T00:00:00.000Z,Hawaii,2
2020-05-10T00:00:00.000Z,Hawaii,1
2020-05-11T00:00:00.000Z,Hawaii,2
2020-05-12T00:00:00.000Z,Hawaii,1
2020-05-13T00:00:00.000Z,Hawaii,3
2020-05-14T00:00:00.000Z,Hawaii,-1
2020-05-15T00:00:00.000Z,Hawaii,1
2020-05-16T00:00:00.000Z,Hawaii,1
2020-05-17T00:00:00.000Z,Hawaii,1
2020-05-18T00:00:00.000Z,Hawaii,0
2020-05-19T00:00:00.000Z,Hawaii,1
2020-05-20T00:00:00.000Z,Hawaii,2
2020-05-21T00:00:00.000Z,Hawaii,4
2020-05-22T00:00:00.000Z,Hawaii,-5
2020-05-23T00:00:00.000Z,Hawaii,1
2020-05-24T00:00:00.000Z,Hawaii,0
2020-05-25T00:00:00.000Z,Hawaii,0
2020-05-26T00:00:00.000Z,Hawaii,0
2020-05-27T00:00:00.000Z,Hawaii,1
2020-05-28T00:00:00.000Z,Hawaii,3
2020-05-29T00:00:00.000Z,Hawaii,2
2020-05-30T00:00:00.000Z,Hawaii,2
2020-05-31T00:00:00.000Z,Hawaii,1
2020-06-01T00:00:00.000Z,Hawaii,0
2020-06-02T00:00:00.000Z,Hawaii,1
2020-06-03T00:00:00.000Z,Hawaii,0
2020-06-04T00:00:00.000Z,Hawaii,2
2020-06-05T00:00:00.000Z,Hawaii,9
2020-06-06T00:00:00.000Z,Hawaii,9
2020-06-07T00:00:00.000Z,Hawaii,2
2020-06-08T00:00:00.000Z,Hawaii,1
2020-06-09T00:00:00.000Z,Hawaii,6
2020-06-10T00:00:00.000Z,Hawaii,3
2020-01-23T00:00:00.000Z,Idaho,0
2020-01-24T00:00:00.000Z,Idaho,0
2020-01-25T00:00:00.000Z,Idaho,0
2020-01-26T00:00:00.000Z,Idaho,0
2020-01-27T00:00:00.000Z,Idaho,0
2020-01-28T00:00:00.000Z,Idaho,0
2020-01-29T00:00:00.000Z,Idaho,0
2020-01-30T00:00:00.000Z,Idaho,0
2020-01-31T00:00:00.000Z,Idaho,0
2020-02-01T00:00:00.000Z,Idaho,0
2020-02-02T00:00:00.000Z,Idaho,0
2020-02-03T00:00:00.000Z,Idaho,0
2020-02-04T00:00:00.000Z,Idaho,0
2020-02-05T00:00:00.000Z,Idaho,0
2020-02-06T00:00:00.000Z,Idaho,0
2020-02-07T00:00:00.000Z,Idaho,0
2020-02-08T00:00:00.000Z,Idaho,0
2020-02-09T00:00:00.000Z,Idaho,0
2020-02-10T00:00:00.000Z,Idaho,0
2020-02-11T00:00:00.000Z,Idaho,0
2020-02-12T00:00:00.000Z,Idaho,0
2020-02-13T00:00:00.000Z,Idaho,0
2020-02-14T00:00:00.000Z,Idaho,0
2020-02-15T00:00:00.000Z,Idaho,0
2020-02-16T00:00:00.000Z,Idaho,0
2020-02-17T00:00:00.000Z,Idaho,0
2020-02-18T00:00:00.000Z,Idaho,0
2020-02-19T00:00:00.000Z,Idaho,0
2020-02-20T00:00:00.000Z,Idaho,0
2020-02-21T00:00:00.000Z,Idaho,0
2020-02-22T00:00:00.000Z,Idaho,0
2020-02-23T00:00:00.000Z,Idaho,0
2020-02-24T00:00:00.000Z,Idaho,0
2020-02-25T00:00:00.000Z,Idaho,0
2020-02-26T00:00:00.000Z,Idaho,0
2020-02-27T00:00:00.000Z,Idaho,0
2020-02-28T00:00:00.000Z,Idaho,0
2020-02-29T00:00:00.000Z,Idaho,0
2020-03-01T00:00:00.000Z,Idaho,0
2020-03-02T00:00:00.000Z,Idaho,0
2020-03-03T00:00:00.000Z,Idaho,0
2020-03-04T00:00:00.000Z,Idaho,0
2020-03-05T00:00:00.000Z,Idaho,0
2020-03-06T00:00:00.000Z,Idaho,0
2020-03-07T00:00:00.000Z,Idaho,0
2020-03-08T00:00:00.000Z,Idaho,0
2020-03-09T00:00:00.000Z,Idaho,0
2020-03-10T00:00:00.000Z,Idaho,0
2020-03-11T00:00:00.000Z,Idaho,0
2020-03-12T00:00:00.000Z,Idaho,0
2020-03-13T00:00:00.000Z,Idaho,1
2020-03-14T00:00:00.000Z,Idaho,1
2020-03-15T00:00:00.000Z,Idaho,3
2020-03-16T00:00:00.000Z,Idaho,0
2020-03-17T00:00:00.000Z,Idaho,3
2020-03-18T00:00:00.000Z,Idaho,1
2020-03-19T00:00:00.000Z,Idaho,2
2020-03-20T00:00:00.000Z,Idaho,12
2020-03-21T00:00:00.000Z,Idaho,13
2020-03-22T00:00:00.000Z,Idaho,6
2020-03-23T00:00:00.000Z,Idaho,26
2020-03-24T00:00:00.000Z,Idaho,13
2020-03-25T00:00:00.000Z,Idaho,10
2020-03-26T00:00:00.000Z,Idaho,55
2020-03-27T00:00:00.000Z,Idaho,59
2020-03-28T00:00:00.000Z,Idaho,29
2020-03-29T00:00:00.000Z,Idaho,47
2020-03-30T00:00:00.000Z,Idaho,59
2020-03-31T00:00:00.000Z,Idaho,175
2020-04-01T00:00:00.000Z,Idaho,51
2020-04-02T00:00:00.000Z,Idaho,210
2020-04-03T00:00:00.000Z,Idaho,115
2020-04-04T00:00:00.000Z,Idaho,131
2020-04-05T00:00:00.000Z,Idaho,56
2020-04-06T00:00:00.000Z,Idaho,23
2020-04-07T00:00:00.000Z,Idaho,69
2020-04-08T00:00:00.000Z,Idaho,40
2020-04-09T00:00:00.000Z,Idaho,22
2020-04-10T00:00:00.000Z,Idaho,122
2020-04-11T00:00:00.000Z,Idaho,42
2020-04-12T00:00:00.000Z,Idaho,11
2020-04-13T00:00:00.000Z,Idaho,19
2020-04-14T00:00:00.000Z,Idaho,38
2020-04-15T00:00:00.000Z,Idaho,9
2020-04-16T00:00:00.000Z,Idaho,114
2020-04-17T00:00:00.000Z,Idaho,22
2020-04-18T00:00:00.000Z,Idaho,46
2020-04-19T00:00:00.000Z,Idaho,13
2020-04-20T00:00:00.000Z,Idaho,4
2020-04-21T00:00:00.000Z,Idaho,64
2020-04-22T00:00:00.000Z,Idaho,30
2020-04-23T00:00:00.000Z,Idaho,70
2020-04-24T00:00:00.000Z,Idaho,34
2020-04-25T00:00:00.000Z,Idaho,17
2020-04-26T00:00:00.000Z,Idaho,10
2020-04-27T00:00:00.000Z,Idaho,0
2020-04-28T00:00:00.000Z,Idaho,55
2020-04-29T00:00:00.000Z,Idaho,0
2020-04-30T00:00:00.000Z,Idaho,32
2020-05-01T00:00:00.000Z,Idaho,31
2020-05-02T00:00:00.000Z,Idaho,46
2020-05-03T00:00:00.000Z,Idaho,0
2020-05-04T00:00:00.000Z,Idaho,45
2020-05-05T00:00:00.000Z,Idaho,21
2020-05-06T00:00:00.000Z,Idaho,31
2020-05-07T00:00:00.000Z,Idaho,20
2020-05-08T00:00:00.000Z,Idaho,0
2020-05-09T00:00:00.000Z,Idaho,27
2020-05-10T00:00:00.000Z,Idaho,25
2020-05-11T00:00:00.000Z,Idaho,30
2020-05-12T00:00:00.000Z,Idaho,33
2020-05-13T00:00:00.000Z,Idaho,0
2020-05-14T00:00:00.000Z,Idaho,58
2020-05-15T00:00:00.000Z,Idaho,0
2020-05-16T00:00:00.000Z,Idaho,68
2020-05-17T00:00:00.000Z,Idaho,0
2020-05-18T00:00:00.000Z,Idaho,36
2020-05-19T00:00:00.000Z,Idaho,0
2020-05-20T00:00:00.000Z,Idaho,51
2020-05-21T00:00:00.000Z,Idaho,0
2020-05-22T00:00:00.000Z,Idaho,89
2020-05-23T00:00:00.000Z,Idaho,0
2020-05-24T00:00:00.000Z,Idaho,31
2020-05-25T00:00:00.000Z,Idaho,0
2020-05-26T00:00:00.000Z,Idaho,0
2020-05-27T00:00:00.000Z,Idaho,73
2020-05-28T00:00:00.000Z,Idaho,71
2020-05-29T00:00:00.000Z,Idaho,0
2020-05-30T00:00:00.000Z,Idaho,33
2020-05-31T00:00:00.000Z,Idaho,36
2020-06-01T00:00:00.000Z,Idaho,0
2020-06-02T00:00:00.000Z,Idaho,94
2020-06-03T00:00:00.000Z,Idaho,0
2020-06-04T00:00:00.000Z,Idaho,57
2020-06-05T00:00:00.000Z,Idaho,121
2020-06-06T00:00:00.000Z,Idaho,28
2020-06-07T00:00:00.000Z,Idaho,0
2020-06-08T00:00:00.000Z,Idaho,50
2020-06-09T00:00:00.000Z,Idaho,32
2020-06-10T00:00:00.000Z,Idaho,39
2020-01-23T00:00:00.000Z,Illinois,0
2020-01-24T00:00:00.000Z,Illinois,0
2020-01-25T00:00:00.000Z,Illinois,0
2020-01-26T00:00:00.000Z,Illinois,0
2020-01-27T00:00:00.000Z,Illinois,0
2020-01-28T00:00:00.000Z,Illinois,0
2020-01-29T00:00:00.000Z,Illinois,0
2020-01-30T00:00:00.000Z,Illinois,0
2020-01-31T00:00:00.000Z,Illinois,0
2020-02-01T00:00:00.000Z,Illinois,0
2020-02-02T00:00:00.000Z,Illinois,0
2020-02-03T00:00:00.000Z,Illinois,0
2020-02-04T00:00:00.000Z,Illinois,0
2020-02-05T00:00:00.000Z,Illinois,0
2020-02-06T00:00:00.000Z,Illinois,0
2020-02-07T00:00:00.000Z,Illinois,0
2020-02-08T00:00:00.000Z,Illinois,0
2020-02-09T00:00:00.000Z,Illinois,0
2020-02-10T00:00:00.000Z,Illinois,0
2020-02-11T00:00:00.000Z,Illinois,0
2020-02-12T00:00:00.000Z,Illinois,0
